symbol,signal_id,buy_surge_ratio,signal_time,signal_date,earliest_entry_time,signal_price,target_drop_pct,target_price,wait_deadline_utc,status,entry_time,entry_price,note
RSRUSDT,RSRUSDT_202604100000,30.82107436067594,2026-04-10 00:00:00,2026-04-10 00:00,2026-04-10 01:00:00,0.001472,0.0,0.001472,2026-04-15 01:00:00,superseded_stronger_hour,,,被更强卖量信号覆盖(旧30.82x → 新105.05x，新信号UTC 2026-04-12 01:00)
GRTUSDT,GRTUSDT_202604100000,30.81686934233537,2026-04-10 00:00:00,2026-04-10 00:00,2026-04-10 01:00:00,0.02422,0.0,0.02422,2026-04-15 01:00:00,superseded_stronger_hour,,,被更强卖量信号覆盖(旧30.82x → 新149.31x，新信号UTC 2026-04-12 01:00)
BTCDOMUSDT,BTCDOMUSDT_202604100000,30.62622549019608,2026-04-10 00:00:00,2026-04-10 00:00,2026-04-10 01:00:00,5259.8,0.0,5259.8,2026-04-15 01:00:00,superseded_stronger_hour,,,被更强卖量信号覆盖(旧30.63x → 新64.65x，新信号UTC 2026-04-12 01:00)
THEUSDT,THEUSDT_202604100000,30.523458594037137,2026-04-10 00:00:00,2026-04-10 00:00,2026-04-10 01:00:00,0.1013,0.0,0.1013,2026-04-15 01:00:00,superseded_stronger_hour,,,被更强卖量信号覆盖(旧30.52x → 新57.16x，新信号UTC 2026-04-12 01:00)
SFPUSDT,SFPUSDT_202604100000,30.480797926647295,2026-04-10 00:00:00,2026-04-10 00:00,2026-04-10 01:00:00,0.2918,0.0,0.2918,2026-04-15 01:00:00,superseded_stronger_hour,,,被更强卖量信号覆盖(旧30.48x → 新45.04x，新信号UTC 2026-04-14 00:00)
BARDUSDT,BARDUSDT_202604100000,30.455757580374538,2026-04-10 00:00:00,2026-04-10 00:00,2026-04-10 01:00:00,0.3237,0.0,0.3237,2026-04-15 01:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
ACTUSDT,ACTUSDT_202604100000,30.44453397968576,2026-04-10 00:00:00,2026-04-10 00:00,2026-04-10 01:00:00,0.01226,0.0,0.01226,2026-04-15 01:00:00,superseded_stronger_hour,,,被更强卖量信号覆盖(旧30.44x → 新68.29x，新信号UTC 2026-04-12 01:00)
BELUSDT,BELUSDT_202604100000,30.401115957405008,2026-04-10 00:00:00,2026-04-10 00:00,2026-04-10 01:00:00,0.1002,0.0,0.1002,2026-04-15 01:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
MEUSDT,MEUSDT_202604100000,30.31993211366452,2026-04-10 00:00:00,2026-04-10 00:00,2026-04-10 01:00:00,0.1041,0.0,0.1041,2026-04-15 01:00:00,superseded_stronger_hour,,,被更强卖量信号覆盖(旧30.32x → 新34.12x，新信号UTC 2026-04-12 01:00)
JELLYJELLYUSDT,JELLYJELLYUSDT_202604100200,249.4467672536706,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,0.04518,0.0,0.04518,2026-04-15 03:00:00,entered,2026-04-10 03:05:00,0.044880,触发目标价并建仓（理论0.045180，实际0.044880）
NATGASUSDT,NATGASUSDT_202604100200,155.4567135181539,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,2.735,0.0,2.735,2026-04-15 03:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
HIGHUSDT,HIGHUSDT_202604100200,59.03702113136073,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,0.1321,0.0,0.1321,2026-04-15 03:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
LABUSDT,LABUSDT_202604100200,57.6459813872501,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,0.45218,0.0,0.45218,2026-04-15 03:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
CETUSUSDT,CETUSUSDT_202604100200,57.34680997094537,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,0.02014,0.0,0.02014,2026-04-15 03:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
BANKUSDT,BANKUSDT_202604100200,46.69235645455305,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,0.03262,0.0,0.03262,2026-04-15 03:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
KAVAUSDT,KAVAUSDT_202604100200,46.38689989014675,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,0.053,0.0,0.053,2026-04-15 03:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
USUSDT,USUSDT_202604100200,43.1758004783896,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,0.00544,0.0,0.00544,2026-04-15 03:00:00,superseded_stronger_hour,,,被更强卖量信号覆盖(旧43.18x → 新61.24x，新信号UTC 2026-04-14 00:00)
REZUSDT,REZUSDT_202604100200,41.9531212065245,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,0.003642,0.0,0.003642,2026-04-15 03:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
ESPORTSUSDT,ESPORTSUSDT_202604100200,39.36207437354058,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,0.44011,0.0,0.44011,2026-04-15 03:00:00,superseded_stronger_hour,,,被更强卖量信号覆盖(旧39.36x → 新108.62x，新信号UTC 2026-04-12 01:00)
PRLUSDT,PRLUSDT_202604100200,37.45837990184168,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,0.1667,0.0,0.1667,2026-04-15 03:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
HYPEUSDT,HYPEUSDT_202604100200,37.31441999469557,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,40.32,0.0,40.32,2026-04-15 03:00:00,superseded_stronger_hour,,,被更强卖量信号覆盖(旧37.31x → 新174.57x，新信号UTC 2026-04-12 01:00)
INTCUSDT,INTCUSDT_202604100200,36.21031848327903,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,62.43,0.0,62.43,2026-04-15 03:00:00,superseded_stronger_hour,,,被更强卖量信号覆盖(旧36.21x → 新212.83x，新信号UTC 2026-04-12 01:00)
ALTUSDT,ALTUSDT_202604100200,35.956399261446,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,0.006699,0.0,0.006699,2026-04-15 03:00:00,superseded_stronger_hour,,,被更强卖量信号覆盖(旧35.96x → 新41.32x，新信号UTC 2026-04-12 01:00)
SCRUSDT,SCRUSDT_202604100200,35.11938712506856,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,0.04335,0.0,0.04335,2026-04-15 03:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
TAKEUSDT,TAKEUSDT_202604100200,34.060751904962274,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,0.02075,0.0,0.02075,2026-04-15 03:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
CFGUSDT,CFGUSDT_202604100200,33.142245956742414,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,0.219,0.0,0.219,2026-04-15 03:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
ACEUSDT,ACEUSDT_202604100200,32.90321792065055,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,0.121,0.0,0.121,2026-04-15 03:00:00,superseded_stronger_hour,,,被更强卖量信号覆盖(旧32.90x → 新68.97x，新信号UTC 2026-04-12 01:00)
ENAUSDT,ENAUSDT_202604100200,31.977063021119555,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,0.0934,0.0,0.0934,2026-04-15 03:00:00,superseded_stronger_hour,,,被更强卖量信号覆盖(旧31.98x → 新85.33x，新信号UTC 2026-04-12 01:00)
STRKUSDT,STRKUSDT_202604100200,30.289645628476322,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,0.03435,0.0,0.03435,2026-04-15 03:00:00,superseded_stronger_hour,,,被更强卖量信号覆盖(旧30.29x → 新31.49x，新信号UTC 2026-04-12 01:00)
XVGUSDT,XVGUSDT_202604100200,30.274902848702865,2026-04-10 02:00:00,2026-04-10 02:00,2026-04-10 03:00:00,0.004903,0.0,0.004903,2026-04-15 03:00:00,superseded_stronger_hour,,,被更强卖量信号覆盖(旧30.27x → 新53.73x，新信号UTC 2026-04-12 01:00)
AZTECUSDT,AZTECUSDT_202604100500,189.80313723820873,2026-04-10 05:00:00,2026-04-10 05:00,2026-04-10 06:00:00,0.02069,0.0,0.02069,2026-04-15 06:00:00,entered,2026-04-10 06:05:00,0.020720,触发目标价并建仓（理论0.020690，实际0.020720）
XNYUSDT,XNYUSDT_202604100500,151.6288614610756,2026-04-10 05:00:00,2026-04-10 05:00,2026-04-10 06:00:00,0.003265,0.0,0.003265,2026-04-15 06:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
MTLUSDT,MTLUSDT_202604100500,80.98590283169207,2026-04-10 05:00:00,2026-04-10 05:00,2026-04-10 06:00:00,0.2878,0.0,0.2878,2026-04-15 06:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
TRIAUSDT,TRIAUSDT_202604100500,49.049816900958014,2026-04-10 05:00:00,2026-04-10 05:00,2026-04-10 06:00:00,0.02547,0.0,0.02547,2026-04-15 06:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
BSVUSDT,BSVUSDT_202604100500,47.242547195024166,2026-04-10 05:00:00,2026-04-10 05:00,2026-04-10 06:00:00,16.21,0.0,16.21,2026-04-15 06:00:00,superseded_stronger_hour,,,被更强卖量信号覆盖(旧47.24x → 新66.23x，新信号UTC 2026-04-12 01:00)
PLUMEUSDT,PLUMEUSDT_202604100500,33.28610281644565,2026-04-10 05:00:00,2026-04-10 05:00,2026-04-10 06:00:00,0.00966,0.0,0.00966,2026-04-15 06:00:00,superseded_stronger_hour,,,被更强卖量信号覆盖(旧33.29x → 新116.39x，新信号UTC 2026-04-12 01:00)
ZKCUSDT,ZKCUSDT_202604100500,33.173782366861204,2026-04-10 05:00:00,2026-04-10 05:00,2026-04-10 06:00:00,0.07032,0.0,0.07032,2026-04-15 06:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
WIFUSDT,WIFUSDT_202604100500,31.526650259903136,2026-04-10 05:00:00,2026-04-10 05:00,2026-04-10 06:00:00,0.2005,0.0,0.2005,2026-04-15 06:00:00,superseded_stronger_hour,,,被更强卖量信号覆盖(旧31.53x → 新44.90x，新信号UTC 2026-04-12 01:00)
AINUSDT,AINUSDT_202604111400,68.28897597289443,2026-04-11 14:00:00,2026-04-11 14:00,2026-04-11 15:00:00,0.06642,0.0,0.06642,2026-04-16 15:00:00,entered,2026-04-11 15:05:00,0.066080,触发目标价并建仓（理论0.066420，实际0.066080）
TAGUSDT,TAGUSDT_202604111400,42.03384918092209,2026-04-11 14:00:00,2026-04-11 14:00,2026-04-11 15:00:00,0.0006776,0.0,0.0006776,2026-04-16 15:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
AIOTUSDT,AIOTUSDT_202604111400,36.23130405732831,2026-04-11 14:00:00,2026-04-11 14:00,2026-04-11 15:00:00,0.05485,0.0,0.05485,2026-04-16 15:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
MANTAUSDT,MANTAUSDT_202604111800,186.39362026516974,2026-04-11 18:00:00,2026-04-11 18:00,2026-04-11 19:00:00,0.0665,0.0,0.0665,2026-04-16 19:00:00,entered,2026-04-11 19:05:00,0.066170,触发目标价并建仓（理论0.066500，实际0.066170）
NOTUSDT,NOTUSDT_202604111800,38.324602563686,2026-04-11 18:00:00,2026-04-11 18:00,2026-04-11 19:00:00,0.0004128,0.0,0.0004128,2026-04-16 19:00:00,superseded_stronger_hour,,,被更强卖量信号覆盖(旧38.32x → 新49.40x，新信号UTC 2026-04-14 05:00)
SPYUSDT,SPYUSDT_202604120100,293.20060331825044,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,677.93,0.0,677.93,2026-04-17 02:00:00,entered,2026-04-12 02:05:00,677.860000,触发目标价并建仓（理论677.930000，实际677.860000）
ETHFIUSDT,ETHFIUSDT_202604120100,286.3438832929222,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.4383,0.0,0.4383,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
EWYUSDT,EWYUSDT_202604120100,274.6142976411509,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,136.74,0.0,136.74,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
SOLUSDT,SOLUSDT_202604120100,268.0013323825021,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,82.24,0.0,82.24,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
1000SATSUSDT,1000SATSUSDT_202604120100,256.7135284898256,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,1.1e-05,0.0,1.1e-05,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
SUSDT,SUSDT_202604120100,229.6650140918435,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.04032,0.0,0.04032,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
BNBUSDT,BNBUSDT_202604120100,227.97979738427225,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,593.81,0.0,593.81,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
ALLUSDT,ALLUSDT_202604120100,217.73504751257687,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.4828,0.0,0.4828,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
HIVEUSDT,HIVEUSDT_202604120100,213.22959939168368,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.05906,0.0,0.05906,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
INTCUSDT,INTCUSDT_202604120100,212.82639274477143,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,62.23,0.0,62.23,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
ENSUSDT,ENSUSDT_202604120100,210.30255816401726,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,5.617,0.0,5.617,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
AXLUSDT,AXLUSDT_202604120100,197.45246449641925,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.04462,0.0,0.04462,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
IOTAUSDT,IOTAUSDT_202604120100,189.64137313185333,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.0564,0.0,0.0564,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
HYPEUSDT,HYPEUSDT_202604120100,174.57087270830195,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,41.089,0.0,41.089,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
SPXUSDT,SPXUSDT_202604120100,172.54582351451887,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.3075,0.0,0.3075,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
HOODUSDT,HOODUSDT_202604120100,166.17289101455174,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,69.06,0.0,69.06,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
KAIAUSDT,KAIAUSDT_202604120100,164.553576741616,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.04664,0.0,0.04664,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
MBOXUSDT,MBOXUSDT_202604120100,163.75151746895634,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.01201,0.0,0.01201,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
PAXGUSDT,PAXGUSDT_202604120100,159.5787212152389,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,4714.85,0.0,4714.85,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
CRCLUSDT,CRCLUSDT_202604120100,158.92938321672588,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,87.77,0.0,87.77,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
ADAUSDT,ADAUSDT_202604120100,152.94724819766202,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.2438,0.0,0.2438,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
SNXUSDT,SNXUSDT_202604120100,152.86260322701406,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.283,0.0,0.283,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
FILUSDT,FILUSDT_202604120100,152.54841390391,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.865,0.0,0.865,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
SUSHIUSDT,SUSHIUSDT_202604120100,152.1729234692892,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.1888,0.0,0.1888,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
QQQUSDT,QQQUSDT_202604120100,152.10481242410685,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,609.87,0.0,609.87,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
TIAUSDT,TIAUSDT_202604120100,150.04783864980195,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.2959,0.0,0.2959,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
METAUSDT,METAUSDT_202604120100,149.35124508519002,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,629.45,0.0,629.45,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
GRTUSDT,GRTUSDT_202604120100,149.30904288691866,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.02363,0.0,0.02363,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
1000000MOGUSDT,1000000MOGUSDT_202604120100,148.67237261017826,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.1312,0.0,0.1312,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
CRVUSDT,CRVUSDT_202604120100,148.4809969062808,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.213,0.0,0.213,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
DYMUSDT,DYMUSDT_202604120100,143.88676423820553,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.01798,0.0,0.01798,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
XAGUSDT,XAGUSDT_202604120100,142.13216609498363,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,75.74,0.0,75.74,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
SNDKUSDT,SNDKUSDT_202604120100,142.06186256478847,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,851.41,0.0,851.41,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
LISTAUSDT,LISTAUSDT_202604120100,141.14867903157298,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.07695,0.0,0.07695,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
DEEPUSDT,DEEPUSDT_202604120100,138.84387264081172,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.0279,0.0,0.0279,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
COTIUSDT,COTIUSDT_202604120100,137.7959895201608,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.01357,0.0,0.01357,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
LQTYUSDT,LQTYUSDT_202604120100,136.33140601156396,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,0.2779,0.0,0.2779,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
AVAXUSDT,AVAXUSDT_202604120100,136.11328247465775,2026-04-12 01:00:00,2026-04-12 01:00,2026-04-12 02:00:00,9.072,0.0,9.072,2026-04-17 02:00:00,wait_window_expired,,,等待窗口已届满（earliest_entry+120h 截止）：窗口内仍未触发建仓。常见原因：反弹目标价未触及、资金或日内/小时额度不足、候选按倍数排序较后等。
